coalition,value
0|2|8|14,40157.254612301396
0|2|9|10,34245.36149866503
0|2|9|11,37822.69015775594
0|2|9|12,35141.63757821049
0|2|9|13,38501.47937366503
0|2|9|14,40382.26715775594
0|2|10|11,37052.671862301395
0|2|10|12,34309.45696457412
0|2|10|13,38085.14845321049
0|2|10|14,40558.40160093776
0|2|11|12,37711.21789639231
0|2|11|13,38914.91795321048
0|2|11|14,40284.481873665034
0|2|12|13,37780.544271392304
0|2|12|14,40224.628453210484
0|2|13|14,42776.05782821048
0|3|4|5,33230.72985093776
0|3|4|6,34233.83790775594
0|3|4|7,33841.49239639231
0|3|4|8,35613.64808957412
0|3|4|9,34368.66837366503
0|3|4|10,33364.41761230139
0|3|4|11,37504.214510028665
0|3|4|12,33794.96990775594
0|3|4|13,37488.17819184685
0|3|4|14,39855.8523963923
0|3|5|6,34603.35856684685
0|3|5|7,33950.51526002867
0|3|5|8,35601.45378275594
0|3|5|9,34679.67460093776
0|3|5|10,33582.208214574115
0|3|5|11,37744.87062366503
0|3|5|12,34499.30693048321
0|3|5|13,37614.95905548321
0|3|5|14,39710.07496457412
0|3|6|7,34667.34526002867
0|3|6|8,36845.30412366503
0|3|6|9,34864.158328210484
0|3|6|10,33637.91794184685
0|3|6|11,37496.04443048321
0|3|6|12,34118.28178275594
0|3|6|13,39854.245112301396
0|3|6|14,41861.177896392306
0|3|7|8,36546.842169119576
0|3|7|9,34959.72647593776
0|3|7|10,33947.674680483215
0|3|7|11,37786.50456684685
0|3|7|12,34934.213953210485
0|3|7|13,40194.25787366503
0|3|7|14,42158.68787366503
0|3|8|9,36688.425430483214
0|3|8|10,35379.341771392305
0|3|8|11,37575.397521392304
0|3|8|12,36616.80321457412
0|3|8|13,38012.66269184685
0|3|8|14,40166.12166911957
0|3|9|10,34185.45919184685
0|3|9|11,37746.58572593776
0|3|9|12,35137.80251002866
0|3|9|13,38421.134975937755
0|3|9|14,40300.00104411958
0|3|10|11,36932.78956684685
0|3|10|12,34204.97195321049
0|3|10|13,38192.1652713923
0|3|10|14,40696.29539639231
0|3|11|12,37576.180044119574
0|3|11|13,38842.43944184685
0|3|11|14,40428.57181684685
0|3|12|13,38011.18368048321
0|3|12|14,40459.44180548321
0|3|13|14,42777.178612301395
0|4|5|6,34600.813203210484
0|4|5|7,33789.31621457412
0|4|5|8,35591.18981684685
0|4|5|9,34349.817896392306
0|4|5|10,33371.963896392306
0|4|5|11,37753.399362301396
0|4|5|12,34050.553771392304
0|4|5|13,37726.22543048321
0|4|5|14,39807.20230548321
0|4|6|7,34496.07124866503
0|4|6|8,36517.51795321049
0|4|6|9,34767.0935213923
0|4|6|10,33610.86446457412
0|4|6|11,37437.95785093776
0|4|6|12,34496.99821457412
0|4|6|13,39855.03224866503
0|4|6|14,41862.47818048321
0|4|7|8,36642.40932821049
0|4|7|9,34660.07161230139
0|4|7|10,33926.56369184685
0|4|7|11,37539.33990775594
0|4|7|12,34616.007464574126
0|4|7|13,40169.38332821048
0|4|7|14,42114.04932821049
0|4|8|9,36754.74426002867
0|4|8|10,35432.97199866503
0|4|8|11,37752.95456684685
0|4|8|12,36841.734589574124
0|4|8|13,37839.05119184685
0|4|8|14,40105.506805483215
0|4|9|10,34068.16204411958
0|4|9|11,37817.60293048321
0|4|9|12,35090.82845321049
0|4|9|13,38610.94971457412
0|4|9|14,40274.98820321049
0|4|10|11,36765.91224866503
0|4|10|12,33862.16851002867
0|4|10|13,38169.70094184685
0|4|10|14,40613.52063502867
0|4|11|12,37475.262146392306
0|4|11|13,38812.115589574125
0|4|11|14,40353.354873665034
0|4|12|13,37766.06235093776
0|4|12|14,40225.53495321049
0|4|13|14,42775.210578210485
0|5|6|7,34908.732237301396
0|5|6|8,36762.25281684685
0|5|6|9,34958.830771392306
0|5|6|10,33918.82219184685
0|5|6|11,37649.423953210484
0|5|6|12,34395.49154411958
0|5|6|13,40068.57010093776
0|5|6|14,41948.76421457412
0|5|7|8,36739.50944184685
0|5|7|9,34856.86662366503
0|5|7|10,34007.084896392305
0|5|7|11,37840.537203210486
0|5|7|12,34629.33460093776
0|5|7|13,40307.69518048321
0|5|7|14,42098.134350937755
0|5|8|9,36727.121612301395
0|5|8|10,35338.215191846844
0|5|8|11,37993.67006684685
0|5|8|12,36899.08981684685
0|5|8|13,37979.96026002867
0|5|8|14,40116.39645321049
0|5|9|10,34210.70954411958
0|5|9|11,37815.27519184685
0|5|9|12,35009.36610093776
0|5|9|13,38478.061407755944
0|5|9|14,40273.85718048321
0|5|10|11,36755.56157821049
0|5|10|12,34208.188237301394
0|5|10|13,38278.84758957412
0|5|10|14,40611.62983957412
0|5|11|12,37724.65024866503
0|5|11|13,38939.481510028665
0|5|11|14,40364.49126002867
0|5|12|13,38042.03594184685
0|5|12|14,40384.254021392306
0|5|13|14,42782.58703275594
0|6|7|8,37132.975646392304
0|6|7|9,34852.37162366503
0|6|7|10,33957.708555483216
0|6|7|11,37522.74623730139
0|6|7|12,34762.950987301396
0|6|7|13,40244.34056684685
0|6|7|14,42177.85693048321
0|6|8|9,36490.00728275594
0|6|8|10,35409.415510028666
0|6|8|11,37999.40608957412
0|6|8|12,37346.8092713923
0|6|8|13,39827.68144184685
0|6|8|14,41822.48788502867
0|6|9|10,34698.53836230139
0|6|9|11,37938.73399866503
0|6|9|12,35126.46081684685
0|6|9|13,39461.92411230139
0|6|9|14,41954.592260028665
0|6|10|11,36804.8087713923
0|6|10|12,34333.16237366503
0|6|10|13,39072.342816846845
0|6|10|14,41982.59135093776
0|6|11|12,37497.362896392304
0|6|11|13,39585.58457821049
0|6|11|14,41732.82885093776
0|6|12|13,39718.120930483215
0|6|12|14,41639.14469184685
0|6|13|14,42768.269021392305
0|7|8|9,36709.809044119575
0|7|8|10,35799.69057821049
0|7|8|11,37907.06956684685
0|7|8|12,37141.528941846846
0|7|8|13,40361.19694184685
0|7|8|14,42119.1302713923
0|7|9|10,34228.85480548321
0|7|9|11,37863.51844184685
0|7|9|12,35181.53897593776
0|7|9|13,39992.24490775594
0|7|9|14,42242.79387366503
0|7|10|11,37157.48489639231
0|7|10|12,34444.74963502867
0|7|10|13,39507.243532755936
0|7|10|14,42239.28979411958
0|7|11|12,37485.313635028666
0|7|11|13,40050.241964574125
0|7|11|14,42072.96115775594
0|7|12|13,40117.158237301395
0|7|12|14,42082.927953210485
0|7|13|14,42784.44919184685
0|8|9|10,36277.045646392304
0|8|9|11,38008.41480548321
0|8|9|12,37018.32735093776
0|8|9|13,38939.76565775594
0|8|9|14,40599.7638963923
0|8|10|11,36994.93991911958
0|8|10|12,35783.22428275594
0|8|10|13,38821.46474866503
0|8|10|14,40793.22911230139
0|8|11|12,37607.23237366503
0|8|11|13,38552.5185213923
0|8|11|14,40567.29803275594
0|8|12|13,38185.47358957412
0|8|12|14,40493.13640775594
0|8|13|14,42772.28298730139
0|9|10|11,37572.028191846846
0|9|10|12,34541.88361230139
0|9|10|13,38418.47503275594
0|9|10|14,40477.862475937756
0|9|11|12,38751.33793048321
0|9|11|13,39493.78893048321
0|9|11|14,40679.56470321048
0|9|12|13,38616.217260028665
0|9|12|14,40628.96423730139
0|9|13|14,42769.32472593776
0|10|11|12,37970.590135028666
0|10|11|13,39209.6560213923
0|10|11|14,40891.575521392304
0|10|12|13,38262.94889639231
0|10|12|14,40839.71963502867
0|10|13|14,42766.25297593776
0|11|12|13,38789.634260028666
0|11|12|14,40605.688566846846
0|11|13|14,42752.39020321048
0|12|13|14,42758.73097593776
1|2|3|4,33133.15699866503
1|2|3|5,33331.36294184685
1|2|3|6,34261.15749866503
1|2|3|7,33901.847828210484
1|2|3|8,35750.27882821049
1|2|3|9,34805.54388502867
1|2|3|10,33502.34449866503
1|2|3|11,37589.02712366503
1|2|3|12,34170.3072713923
1|2|3|13,37666.12122593776
1|2|3|14,39837.37003275594
1|2|4|5,33321.63271457412
1|2|4|6,34326.16386230139
1|2|4|7,33709.305407755935
1|2|4|8,35628.24223730139
1|2|4|9,34430.43258957412
1|2|4|10,33317.25081684685
1|2|4|11,37563.23929411958
1|2|4|12,34104.42370321049
