coalition,value
0|11|12,-0.013264554163596176
0|11|13,-0.00810611643330883
0|11|14,-0.00810611643330883
0|11|15,-0.018422991893883633
0|12|13,-0.008843036109064117
0|12|14,-0.014738393515106862
0|12|15,-0.007369196757553431
0|13|14,-0.0014738393515106862
0|13|15,-0.009579955784819516
0|14|15,-0.004421518054532059
1|2|3,-0.002210759027266085
1|2|4,0.0
1|2|5,-0.053058216654384704
1|2|6,-0.0014738393515106862
1|2|7,0.0
1|2|8,-0.0007369196757553986
1|2|9,-0.008843036109064117
1|2|10,-0.013264554163596176
1|2|11,-0.04053058216654393
1|2|12,-0.010316875460574804
1|2|13,-0.00810611643330883
1|2|14,-0.010316875460574804
1|2|15,0.00368459837877666
1|3|4,0.0
1|3|5,-0.05747973470891676
1|3|6,0.0
1|3|7,-0.0014738393515106862
1|3|8,-0.0029476787030213725
1|3|9,-0.014001473839351575
1|3|10,-0.008843036109064117
1|3|11,-0.049373618275608044
1|3|12,-0.008843036109064117
1|3|13,-0.005895357406042745
1|3|14,-0.009579955784819516
1|3|15,0.0007369196757552876
1|4|5,-0.06190125276344882
1|4|6,-0.0007369196757553986
1|4|7,-0.0007369196757553986
1|4|8,0.0
1|4|9,-0.003684598378776771
1|4|10,-0.013264554163596176
1|4|11,-0.05158437730287402
1|4|12,-0.0007369196757553986
1|4|13,-0.004421518054532059
1|4|14,-0.006632277081798144
1|4|15,0.00368459837877666
1|5|6,-0.05526897568165079
1|5|7,-0.06558585114222559
1|5|8,-0.056742815033161476
1|5|9,-0.01989683124539432
1|5|10,-0.03979366249078853
1|5|11,-0.017686072218128235
1|5|12,-0.056742815033161476
1|5|13,-0.0427413411938099
1|5|14,-0.05158437730287402
1|5|15,-0.04421518054532059
1|6|7,0.0
1|6|8,-0.0029476787030213725
1|6|9,-0.012527634487840889
1|6|10,-0.01179071481208549
1|6|11,-0.02726602800294775
1|6|12,-0.006632277081798144
1|6|13,-0.007369196757553431
1|6|14,-0.005895357406042745
1|6|15,0.00368459837877666
1|7|8,0.0
1|7|9,-0.01179071481208549
1|7|10,-0.012527634487840889
1|7|11,-0.0434782608695653
1|7|12,0.0
1|7|13,-0.0029476787030213725
1|7|14,-0.00810611643330883
1|7|15,0.0029476787030213725
1|8|9,-0.01915991156963892
1|8|10,-0.011053795136330202
1|8|11,-0.037582903463522555
1|8|12,-0.0007369196757553986
1|8|13,-0.0029476787030213725
1|8|14,-0.007369196757553431
1|8|15,0.002210759027265974
1|9|10,-0.014738393515106862
1|9|11,-0.005895357406042745
1|9|12,-0.0324244657332351
1|9|13,-0.006632277081798144
1|9|14,-0.021370670596905006
1|9|15,-0.013264554163596176
1|10|11,-0.016949152542372947
1|10|12,-0.014001473839351575
1|10|13,-0.015475313190862261
1|10|14,-0.01621223286661755
1|10|15,-0.005158437730287457
1|11|12,-0.029476787030213725
1|11|13,-0.030213706705969123
1|11|14,-0.03537214443625647
1|11|15,-0.0324244657332351
1|12|13,-0.003684598378776771
1|12|14,-0.009579955784819516
1|12|15,0.0
1|13|14,-0.0014738393515106862
1|13|15,-0.005895357406042745
1|14|15,-0.003684598378776771
2|3|4,-0.0007369196757553986
2|3|5,-0.06263817243920422
2|3|6,0.0
2|3|7,0.0
2|3|8,0.0
2|3|9,-0.005158437730287457
2|3|10,-0.0014738393515106862
2|3|11,-0.037582903463522555
2|3|12,-0.0029476787030213725
2|3|13,-0.005158437730287457
2|3|14,-0.0029476787030213725
2|3|15,0.007369196757553431
2|4|5,-0.06337509211495951
2|4|6,0.0
2|4|7,0.0
2|4|8,0.0
2|4|9,-0.0029476787030213725
2|4|10,-0.005895357406042745
2|4|11,-0.03095062638172441
2|4|12,-0.003684598378776771
2|4|13,-0.005895357406042745
2|4|14,-0.0007369196757553986
2|4|15,0.00368459837877666
2|5|6,-0.04716285924834196
2|5|7,-0.07000736919675754
2|5|8,-0.061164333087693534
2|5|9,-0.03095062638172441
2|5|10,-0.05158437730287402
2|5|11,-0.00810611643330883
2|5|12,-0.0648489314664702
2|5|13,-0.060427413411938136
2|5|14,-0.0648489314664702
2|5|15,-0.05969049373618285
2|6|7,0.0
2|6|8,0.0
2|6|9,-0.0014738393515106862
2|6|10,-0.005895357406042745
2|6|11,-0.037582903463522555
2|6|12,-0.0007369196757553986
2|6|13,-0.0029476787030213725
2|6|14,-0.003684598378776771
2|6|15,0.0066322770817980325
2|7|8,0.0
2|7|9,-0.004421518054532059
2|7|10,-0.007369196757553431
2|7|11,-0.037582903463522555
2|7|12,-0.0014738393515106862
2|7|13,-0.004421518054532059
2|7|14,-0.0007369196757553986
2|7|15,0.00368459837877666
2|8|9,-0.005895357406042745
2|8|10,-0.007369196757553431
2|8|11,-0.03979366249078853
2|8|12,-0.0014738393515106862
2|8|13,-0.003684598378776771
2|8|14,-0.005158437730287457
2|8|15,0.005158437730287346
2|9|10,-0.014738393515106862
2|9|11,-0.016949152542372947
2|9|12,-0.012527634487840889
2|9|13,-0.005158437730287457
2|9|14,-0.003684598378776771
2|9|15,-0.0029476787030213725
2|10|11,-0.018422991893883633
2|10|12,-0.007369196757553431
2|10|13,-0.0029476787030213725
2|10|14,-0.005895357406042745
2|10|15,0.005158437730287346
2|11|12,-0.04200442151805461
2|11|13,-0.01915991156963892
2|11|14,-0.03168754605747981
2|11|15,-0.015475313190862261
2|12|13,-0.003684598378776771
2|12|14,-0.005895357406042745
2|12|15,0.004421518054532059
2|13|14,-0.011053795136330202
2|13|15,-0.006632277081798144
2|14|15,0.0029476787030213725
3|4|5,-0.0641120117907149
3|4|6,0.0
3|4|7,0.0
3|4|8,0.0
3|4|9,0.0007369196757552876
3|4|10,-0.002210759027266085
3|4|11,-0.04642593957258667
3|4|12,-0.0014738393515106862
3|4|13,-0.005895357406042745
3|4|14,0.0007369196757552876
3|4|15,0.008843036109064117
3|5|6,-0.056742815033161476
3|5|7,-0.06779661016949157
3|5|8,-0.06927044952100225
3|5|9,-0.02800294767870304
3|5|10,-0.05011053795136333
3|5|11,-0.018422991893883633
3|5|12,-0.05895357406042745
3|5|13,-0.05084745762711873
3|5|14,-0.05526897568165079
3|5|15,-0.05158437730287402
3|6|7,0.0
3|6|8,0.0
3|6|9,-0.008843036109064117
3|6|10,-0.011053795136330202
3|6|11,-0.0324244657332351
3|6|12,-0.0007369196757553986
3|6|13,-0.009579955784819516
3|6|14,-0.002210759027266085
3|6|15,0.0066322770817980325
3|7|8,0.0
3|7|9,0.002210759027265974
3|7|10,-0.002210759027266085
3|7|11,-0.04642593957258667
3|7|12,-0.0014738393515106862
3|7|13,-0.0029476787030213725
3|7|14,0.0007369196757552876
3|7|15,0.0066322770817980325
3|8|9,-0.011053795136330202
3|8|10,-0.008843036109064117
3|8|11,-0.044952100221075986
3|8|12,-0.0014738393515106862
3|8|13,-0.007369196757553431
3|8|14,-0.003684598378776771
3|8|15,0.008843036109064117
3|9|10,-0.005895357406042745
3|9|11,-0.016949152542372947
3|9|12,-0.015475313190862261
3|9|13,-0.005895357406042745
3|9|14,-0.015475313190862261
3|9|15,-0.008843036109064117
3|10|11,-0.018422991893883633
3|10|12,-0.002210759027266085
3|10|13,-0.005158437730287457
3|10|14,-0.009579955784819516
3|10|15,0.0007369196757552876
3|11|12,-0.0427413411938099
3|11|13,-0.018422991893883633
3|11|14,-0.026529108327192352
3|11|15,-0.013264554163596176
3|12|13,-0.006632277081798144
3|12|14,-0.009579955784819516
3|12|15,0.007369196757553431
3|13|14,-0.006632277081798144
3|13|15,-0.007369196757553431
3|14|15,0.00368459837877666
4|5|6,-0.06558585114222559
4|5|7,-0.0648489314664702
4|5|8,-0.07148120854826823
4|5|9,-0.037582903463522555
4|5|10,-0.06263817243920422
4|5|11,-0.013264554163596176
4|5|12,-0.06853352984524697
4|5|13,-0.05453205600589539
4|5|14,-0.060427413411938136
4|5|15,-0.05453205600589539
4|6|7,0.0
4|6|8,0.0
4|6|9,-0.004421518054532059
4|6|10,-0.005895357406042745
4|6|11,-0.030213706705969123
4|6|12,0.0
4|6|13,-0.004421518054532059
4|6|14,-0.0014738393515106862
4|6|15,0.008106116433308719
4|7|8,0.0
4|7|9,-0.003684598378776771
4|7|10,-0.005895357406042745
4|7|11,-0.017686072218128235
4|7|12,0.0
4|7|13,-0.0007369196757553986
4|7|14,0.0007369196757552876
4|7|15,0.008106116433308719
4|8|9,-0.005158437730287457
4|8|10,-0.006632277081798144
4|8|11,-0.021370670596905006
4|8|12,0.0
4|8|13,0.00368459837877666
4|8|14,-0.002210759027266085
4|8|15,0.008843036109064117
4|9|10,-0.011053795136330202
4|9|11,-0.021370670596905006
4|9|12,-0.007369196757553431
4|9|13,0.0014738393515106862
4|9|14,-0.011053795136330202
4|9|15,-0.0014738393515106862
4|10|11,-0.016949152542372947
4|10|12,-0.003684598378776771
4|10|13,-0.0007369196757553986
4|10|14,-0.00810611643330883
4|10|15,0.004421518054532059
4|11|12,-0.0427413411938099
4|11|13,-0.01179071481208549
4|11|14,-0.020633750921149607
4|11|15,-0.005895357406042745
4|12|13,-0.002210759027266085
4|12|14,-0.003684598378776771
4|12|15,0.007369196757553431
4|13|14,-0.009579955784819516
4|13|15,-0.0007369196757553986
4|14|15,0.00368459837877666
5|6|7,-0.06632277081798088
5|6|8,-0.056742815033161476
5|6|9,-0.03389830508474578
5|6|10,-0.049373618275608044
5|6|11,-0.008843036109064117
5|6|12,-0.053058216654384704
5|6|13,-0.0648489314664702
5|6|14,-0.07148120854826823
5|6|15,-0.06337509211495951
5|7|8,-0.07295504789977891
5|7|9,-0.03905674281503324
5|7|10,-0.0537951363301401
5|7|11,-0.015475313190862261
5|7|12,-0.06558585114222559
5|7|13,-0.056742815033161476
5|7|14,-0.0648489314664702
5|7|15,-0.05747973470891676
5|8|9,-0.03537214443625647
5|8|10,-0.05453205600589539
5|8|11,-0.010316875460574804
5|8|12,-0.05969049373618285
5|8|13,-0.06779661016949157
5|8|14,-0.075165806927045
5|8|15,-0.06632277081798088
5|9|10,-0.026529108327192352
5|9|11,-0.002210759027266085
5|9|12,-0.021370670596905006
5|9|13,-0.022107590272660294
5|9|14,-0.0324244657332351
5|9|15,-0.020633750921149607
5|10|11,-0.005158437730287457
5|10|12,-0.033161385408990496
5|10|13,-0.049373618275608044
5|10|14,-0.04789977892409736
5|10|15,-0.0427413411938099
5|11|12,-0.018422991893883633
5|11|13,-0.005158437730287457
5|11|14,-0.004421518054532059
5|11|15,-0.004421518054532059
5|12|13,-0.053058216654384704
5|12|14,-0.061164333087693534
5|12|15,-0.05232129697862942
5|13|14,-0.05600589535740608
5|13|15,-0.04789977892409736
5|14|15,-0.049373618275608044
6|7|8,0.0
6|7|9,-0.0007369196757553986
6|7|10,-0.006632277081798144
6|7|11,-0.029476787030213725
6|7|12,0.0
6|7|13,-0.003684598378776771
6|7|14,-0.0007369196757553986
6|7|15,0.007369196757553431
6|8|9,-0.002210759027266085
6|8|10,-0.005158437730287457
6|8|11,-0.02358142962417098
6|8|12,0.0
6|8|13,-0.0029476787030213725
6|8|14,-0.0014738393515106862
6|8|15,0.008843036109064117
6|9|10,-0.008843036109064117
6|9|11,-0.017686072218128235
6|9|12,-0.005158437730287457
6|9|13,-0.004421518054532059
6|9|14,-0.005895357406042745
6|9|15,0.007369196757553431
6|10|11,-0.016949152542372947
6|10|12,0.0
6|10|13,-0.006632277081798144
6|10|14,-0.004421518054532059
6|10|15,0.0
6|11|12,-0.044952100221075986
6|11|13,-0.008843036109064117
6|11|14,-0.018422991893883633
6|11|15,-0.015475313190862261
6|12|13,0.0007369196757552876
6|12|14,-0.005895357406042745
6|12|15,0.0066322770817980325
6|13|14,-0.0029476787030213725
6|13|15,-0.008843036109064117
6|14|15,0.002210759027265974
7|8|9,0.0007369196757552876
7|8|10,-0.006632277081798144
7|8|11,-0.025055268975681666
7|8|12,0.0
7|8|13,0.005158437730287346
7|8|14,0.0
7|8|15,0.008843036109064117
7|9|10,-0.00810611643330883
7|9|11,-0.01989683124539432
7|9|12,-0.004421518054532059
7|9|13,0.0066322770817980325
7|9|14,-0.009579955784819516
7|9|15,0.002210759027265974
7|10|11,-0.01621223286661755
7|10|12,-0.003684598378776771
7|10|13,-0.003684598378776771
7|10|14,-0.007369196757553431
7|10|15,0.007369196757553431
7|11|12,-0.0434782608695653
7|11|13,-0.002210759027266085
7|11|14,-0.020633750921149607
7|11|15,-0.003684598378776771
7|12|13,-0.002210759027266085
7|12|14,-0.0029476787030213725
7|12|15,0.005895357406042745
7|13|14,-0.004421518054532059
7|13|15,-0.0029476787030213725
7|14|15,0.004421518054532059
8|9|10,-0.003684598378776771
8|9|11,-0.01915991156963892
8|9|12,-0.011053795136330202
8|9|13,0.002210759027265974
8|9|14,-0.010316875460574804
8|9|15,0.0
8|10|11,-0.012527634487840889
8|10|12,-0.002210759027266085
8|10|13,-0.003684598378776771
8|10|14,-0.008843036109064117
8|10|15,0.0029476787030213725
8|11|12,-0.037582903463522555
8|11|13,-0.003684598378776771
8|11|14,-0.020633750921149607
8|11|15,-0.00810611643330883
8|12|13,-0.004421518054532059
8|12|14,-0.010316875460574804
8|12|15,0.008106116433308719
8|13|14,-0.008843036109064117
8|13|15,-0.002210759027266085
8|14|15,0.0029476787030213725
9|10|11,0.002210759027265974
9|10|12,-0.005158437730287457
9|10|13,-0.004421518054532059
9|10|14,-0.007369196757553431
9|10|15,-0.005158437730287457
9|11|12,-0.016949152542372947
9|11|13,-0.00810611643330883
9|11|14,-0.016949152542372947
9|11|15,-0.014001473839351575
9|12|13,-0.00810611643330883
9|12|14,-0.01621223286661755
9|12|15,-0.0029476787030213725
9|13|14,0.0014738393515106862
9|13|15,0.0014738393515106862
9|14|15,-0.006632277081798144
10|11|12,-0.014001473839351575
10|11|13,-0.002210759027266085
10|11|14,-0.004421518054532059
10|11|15,0.0014738393515106862
10|12|13,-0.005895357406042745
10|12|14,-0.009579955784819516
10|12|15,-0.0014738393515106862
10|13|14,-0.002210759027266085
10|13|15,-0.0007369196757553986
10|14|15,-0.0007369196757553986
11|12|13,-0.01915991156963892
11|12|14,-0.02726602800294775
11|12|15,-0.02726602800294775
11|13|14,-0.005895357406042745
11|13|15,-0.003684598378776771
11|14|15,-0.003684598378776771
12|13|14,-0.004421518054532059
12|13|15,-0.005158437730287457
12|14|15,-0.0007369196757553986
13|14|15,-0.005158437730287457
0|1|2|3,-0.025055268975681666
0|1|2|4,-0.016949152542372947
0|1|2|5,-0.025055268975681666
0|1|2|6,-0.020633750921149607
0|1|2|7,-0.022107590272660294
0|1|2|8,-0.01915991156963892
0|1|2|9,-0.033161385408990496
0|1|2|10,-0.02726602800294775
0|1|2|11,-0.014738393515106862
0|1|2|12,-0.041267501842299215
0|1|2|13,-0.009579955784819516
0|1|2|14,-0.020633750921149607
0|1|2|15,-0.013264554163596176
0|1|3|4,-0.01989683124539432
0|1|3|5,-0.03389830508474578
0|1|3|6,-0.021370670596905006
0|1|3|7,-0.022107590272660294
0|1|3|8,-0.022844509948415692
0|1|3|9,-0.03389830508474578
0|1|3|10,-0.03389830508474578
0|1|3|11,-0.012527634487840889
0|1|3|12,-0.0427413411938099
0|1|3|13,-0.009579955784819516
0|1|3|14,-0.015475313190862261
0|1|3|15,-0.01621223286661755
0|1|4|5,-0.028739867354458437
0|1|4|6,-0.01915991156963892
0|1|4|7,-0.01915991156963892
0|1|4|8,-0.01915991156963892
0|1|4|9,-0.04642593957258667
0|1|4|10,-0.03537214443625647
0|1|4|11,-0.022844509948415692
0|1|4|12,-0.03537214443625647
0|1|4|13,-0.01179071481208549
0|1|4|14,-0.014001473839351575
0|1|4|15,-0.014001473839351575
0|1|5|6,-0.02431834929992638
0|1|5|7,-0.02431834929992638
0|1|5|8,-0.02358142962417098
0|1|5|9,-0.00810611643330883
0|1|5|10,-0.01179071481208549
0|1|5|11,-0.00810611643330883
0|1|5|12,-0.014001473839351575
0|1|5|13,-0.022107590272660294
0|1|5|14,-0.03389830508474578
0|1|5|15,-0.01915991156963892
0|1|6|7,-0.018422991893883633
0|1|6|8,-0.0324244657332351
0|1|6|9,-0.03463522476050118
0|1|6|10,-0.0434782608695653
0|1|6|11,-0.015475313190862261
0|1|6|12,-0.04200442151805461
0|1|6|13,-0.014738393515106862
0|1|6|14,-0.02800294767870304
0|1|6|15,-0.020633750921149607
0|1|7|8,-0.02726602800294775
0|1|7|9,-0.04200442151805461
0|1|7|10,-0.04053058216654393
0|1|7|11,-0.020633750921149607
0|1|7|12,-0.03389830508474578
0|1|7|13,-0.014738393515106862
0|1|7|14,-0.02358142962417098
0|1|7|15,-0.015475313190862261
0|1|8|9,-0.033161385408990496
0|1|8|10,-0.036845983787767156
0|1|8|11,-0.014738393515106862
0|1|8|12,-0.03905674281503324
0|1|8|13,-0.015475313190862261
0|1|8|14,-0.025055268975681666
0|1|8|15,-0.022107590272660294
0|1|9|10,-0.0324244657332351
0|1|9|11,-0.004421518054532059
0|1|9|12,-0.022844509948415692
0|1|9|13,-0.030213706705969123
0|1|9|14,-0.03979366249078853
0|1|9|15,-0.028739867354458437
0|1|10|11,-0.010316875460574804
0|1|10|12,-0.03979366249078853
0|1|10|13,-0.03168754605747981
0|1|10|14,-0.02726602800294775
0|1|10|15,-0.025055268975681666
0|1|11|12,-0.020633750921149607
0|1|11|13,-0.008843036109064117
0|1|11|14,-0.006632277081798144
0|1|11|15,-0.0007369196757553986
0|1|12|13,-0.025055268975681666
0|1|12|14,-0.03095062638172441
0|1|12|15,-0.03168754605747981
0|1|13|14,-0.005895357406042745
0|1|13|15,-0.0029476787030213725
0|1|14|15,-0.00810611643330883
0|2|3|4,-0.006632277081798144
0|2|3|5,-0.03389830508474578
0|2|3|6,-0.022844509948415692
0|2|3|7,-0.012527634487840889
0|2|3|8,-0.022107590272660294
0|2|3|9,-0.044952100221075986
0|2|3|10,-0.0324244657332351
0|2|3|11,-0.017686072218128235
0|2|3|12,-0.03463522476050118
0|2|3|13,-0.009579955784819516
0|2|3|14,-0.020633750921149607
0|2|3|15,-0.015475313190862261
0|2|4|5,-0.0427413411938099
0|2|4|6,-0.008843036109064117
0|2|4|7,-0.007369196757553431
0|2|4|8,-0.011053795136330202
0|2|4|9,-0.037582903463522555
0|2|4|10,-0.014001473839351575
0|2|4|11,-0.02431834929992638
0|2|4|12,-0.018422991893883633
0|2|4|13,-0.0014738393515106862
0|2|4|14,-0.009579955784819516
0|2|4|15,-0.005895357406042745
0|2|5|6,-0.028739867354458437
0|2|5|7,-0.03831982313927784
0|2|5|8,-0.03095062638172441
0|2|5|9,-0.002210759027266085
0|2|5|10,-0.014738393515106862
0|2|5|11,-0.006632277081798144
0|2|5|12,-0.01989683124539432
0|2|5|13,-0.030213706705969123
0|2|5|14,-0.026529108327192352
0|2|5|15,-0.020633750921149607
0|2|6|7,-0.012527634487840889
0|2|6|8,-0.016949152542372947
0|2|6|9,-0.03905674281503324
0|2|6|10,-0.02358142962417098
0|2|6|11,-0.016949152542372947
0|2|6|12,-0.01915991156963892
0|2|6|13,-0.006632277081798144
0|2|6|14,-0.014738393515106862
0|2|6|15,-0.01179071481208549
0|2|7|8,-0.01621223286661755
0|2|7|9,-0.033161385408990496
0|2|7|10,-0.025792188651437065
0|2|7|11,-0.00810611643330883
0|2|7|12,-0.017686072218128235
0|2|7|13,-0.0029476787030213725
0|2|7|14,-0.010316875460574804
0|2|7|15,-0.005895357406042745
0|2|8|9,-0.03389830508474578
0|2|8|10,-0.02358142962417098
0|2|8|11,-0.018422991893883633
0|2|8|12,-0.017686072218128235
0|2|8|13,-0.006632277081798144
0|2|8|14,-0.018422991893883633
0|2|8|15,-0.01179071481208549
0|2|9|10,-0.02431834929992638
0|2|9|11,-0.008843036109064117
0|2|9|12,-0.03095062638172441
0|2|9|13,-0.03168754605747981
0|2|9|14,-0.02800294767870304
0|2|9|15,-0.026529108327192352
0|2|10|11,-0.006632277081798144
0|2|10|12,-0.02431834929992638
0|2|10|13,-0.014001473839351575
0|2|10|14,-0.018422991893883633
0|2|10|15,-0.01621223286661755
0|2|11|12,-0.021370670596905006
0|2|11|13,-0.009579955784819516
0|2|11|14,-0.014738393515106862
0|2|11|15,-0.01179071481208549
0|2|12|13,-0.014738393515106862
0|2|12|14,-0.02431834929992638
0|2|12|15,-0.012527634487840889
0|2|13|14,-0.0007369196757553986
0|2|13|15,0.0014738393515106862
0|2|14|15,0.002210759027265974
0|3|4|5,-0.037582903463522555
0|3|4|6,-0.01621223286661755
0|3|4|7,-0.002210759027266085
0|3|4|8,-0.01179071481208549
0|3|4|9,-0.04200442151805461
0|3|4|10,-0.025792188651437065
0|3|4|11,-0.020633750921149607
0|3|4|12,-0.022844509948415692
0|3|4|13,-0.014001473839351575
0|3|4|14,-0.020633750921149607
0|3|4|15,-0.014001473839351575
0|3|5|6,-0.030213706705969123
0|3|5|7,-0.03610906411201187
0|3|5|8,-0.03537214443625647
0|3|5|9,-0.014001473839351575
0|3|5|10,-0.026529108327192352
0|3|5|11,-0.005895357406042745
0|3|5|12,-0.030213706705969123
0|3|5|13,-0.02800294767870304
0|3|5|14,-0.025792188651437065
0|3|5|15,-0.03168754605747981
0|3|6|7,-0.012527634487840889
0|3|6|8,-0.017686072218128235
0|3|6|9,-0.041267501842299215
0|3|6|10,-0.03610906411201187
0|3|6|11,-0.01915991156963892
0|3|6|12,-0.03537214443625647
0|3|6|13,-0.015475313190862261
0|3|6|14,-0.022844509948415692
