coalition,value
0|2|4,0.3148148148148148
0|2|5,0.49999999999999994
0|2|6,0.537037037037037
0|2|7,0.48148148148148145
0|2|8,0.3888888888888889
0|2|9,0.4444444444444445
0|2|10,0.49999999999999994
0|2|11,0.5185185185185186
0|2|12,0.48148148148148145
0|3|4,0.4444444444444445
0|3|5,0.48148148148148145
0|3|6,0.49999999999999994
0|3|7,0.4444444444444445
0|3|8,0.4259259259259259
0|3|9,0.4259259259259259
0|3|10,0.48148148148148145
0|3|11,0.49999999999999994
0|3|12,0.4444444444444445
0|4|5,0.5185185185185186
0|4|6,0.5555555555555556
0|4|7,0.4444444444444445
0|4|8,0.3518518518518518
0|4|9,0.4444444444444445
0|4|10,0.5185185185185186
0|4|11,0.5185185185185186
0|4|12,0.46296296296296297
0|5|6,0.537037037037037
0|5|7,0.4259259259259259
0|5|8,0.46296296296296297
0|5|9,0.5555555555555556
0|5|10,0.49999999999999994
0|5|11,0.48148148148148145
0|5|12,0.49999999999999994
0|6|7,0.5185185185185186
0|6|8,0.48148148148148145
0|6|9,0.5555555555555556
0|6|10,0.5555555555555556
0|6|11,0.49999999999999994
0|6|12,0.5555555555555556
0|7|8,0.3703703703703704
0|7|9,0.4444444444444445
0|7|10,0.49999999999999994
0|7|11,0.49999999999999994
0|7|12,0.46296296296296297
0|8|9,0.46296296296296297
0|8|10,0.5185185185185186
0|8|11,0.48148148148148145
0|8|12,0.46296296296296297
0|9|10,0.5555555555555556
0|9|11,0.5185185185185186
0|9|12,0.49999999999999994
0|10|11,0.5185185185185186
0|10|12,0.5555555555555556
0|11|12,0.537037037037037
1|2|3,0.3703703703703704
1|2|4,0.3333333333333333
1|2|5,0.3888888888888889
1|2|6,0.3888888888888889
1|2|7,0.3518518518518518
1|2|8,0.25925925925925924
1|2|9,0.3888888888888889
1|2|10,0.3518518518518518
1|2|11,0.3333333333333333
1|2|12,0.48148148148148145
1|3|4,0.3518518518518518
1|3|5,0.46296296296296297
1|3|6,0.4444444444444445
1|3|7,0.27777777777777773
1|3|8,0.3703703703703704
1|3|9,0.46296296296296297
1|3|10,0.4444444444444445
1|3|11,0.46296296296296297
1|3|12,0.46296296296296297
1|4|5,0.4259259259259259
1|4|6,0.48148148148148145
1|4|7,0.3703703703703704
1|4|8,0.3518518518518518
1|4|9,0.3888888888888889
1|4|10,0.4259259259259259
1|4|11,0.4259259259259259
1|4|12,0.4074074074074074
1|5|6,0.48148148148148145
1|5|7,0.3888888888888889
1|5|8,0.4444444444444445
1|5|9,0.49999999999999994
1|5|10,0.4444444444444445
1|5|11,0.3518518518518518
1|5|12,0.49999999999999994
1|6|7,0.4444444444444445
1|6|8,0.46296296296296297
1|6|9,0.48148148148148145
1|6|10,0.537037037037037
1|6|11,0.4259259259259259
1|6|12,0.537037037037037
1|7|8,0.27777777777777773
1|7|9,0.4074074074074074
1|7|10,0.4259259259259259
1|7|11,0.3888888888888889
1|7|12,0.4259259259259259
1|8|9,0.3703703703703704
1|8|10,0.3148148148148148
1|8|11,0.3148148148148148
1|8|12,0.4074074074074074
1|9|10,0.48148148148148145
1|9|11,0.46296296296296297
1|9|12,0.5185185185185186
1|10|11,0.3518518518518518
1|10|12,0.5555555555555556
1|11|12,0.5555555555555556
2|3|4,0.24074074074074076
2|3|5,0.3518518518518518
2|3|6,0.4259259259259259
2|3|7,0.3333333333333333
2|3|8,0.3148148148148148
2|3|9,0.4259259259259259
2|3|10,0.4074074074074074
2|3|11,0.4074074074074074
2|3|12,0.4074074074074074
2|4|5,0.4259259259259259
2|4|6,0.48148148148148145
2|4|7,0.22222222222222227
2|4|8,0.22222222222222227
2|4|9,0.3333333333333333
2|4|10,0.4074074074074074
2|4|11,0.4259259259259259
2|4|12,0.3888888888888889
2|5|6,0.3703703703703704
2|5|7,0.3333333333333333
2|5|8,0.27777777777777773
2|5|9,0.48148148148148145
2|5|10,0.3888888888888889
2|5|11,0.3703703703703704
